gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueCSPerMin,blueGoldPerMin
4521383938,1,36,3,0,4,6,2,1,0,1,0,15862,7.2,19244,229,60,22.9,1586.2
4488307772,1,15,1,0,1,4,1,2,1,1,0,14140,6.6,17249,241,48,24.1,1414.0
4486155288,1,83,6,0,6,4,7,2,1,1,0,16699,7.0,18503,242,55,24.2,1669.9
4518987840,0,17,0,0,2,9,1,0,0,0,0,13405,6.4,15189,182,43,18.2,1340.5
4455452551,1,24,5,0,8,10,5,0,0,0,0,17538,7.0,18073,224,41,22.4,1753.8
4448427323,0,14,1,1,15,3,5,0,0,0,0,19038,7.2,19801,261,32,26.1,1903.8
4491653265,0,33,3,0,9,12,10,0,0,0,0,18082,7.2,18637,209,54,20.9,1808.2
4509495092,0,17,1,0,1,5,0,1,1,0,0,14004,6.4,16302,217,39,21.7,1400.4
4477722271,1,35,1,0,4,4,5,0,0,0,0,16349,7.2,18699,253,62,25.3,1634.9
4479540109,0,14,3,0,2,7,1,0,0,0,0,15373,7.2,18734,252,68,25.2,1537.3
4463166329,1,16,2,1,7,7,7,2,1,1,0,16559,7.2,18848,235,43,23.5,1655.9
4487524071,1,15,3,1,5,2,6,1,1,0,0,16513,6.8,18070,203,48,20.3,1651.3
4511068350,1,36,1,1,10,3,10,1,0,1,0,19886,7.4,20060,240,67,24.0,1988.6
4524387920,1,16,2,1,6,2,4,2,1,1,0,17167,7.0,19248,247,67,24.7,1716.7
4452219290,1,52,6,1,5,1,9,1,1,0,0,16809,7.2,18916,241,55,24.1,1680.9
4524524540,0,16,2,0,10,13,12,0,0,0,0,18178,6.8,17540,200,35,20.0,1817.8
4524619949,0,14,3,0,3,10,4,0,0,0,0,14742,6.6,15941,215,52,21.5,1474.2
4519347430,1,13,3,0,4,5,4,0,0,0,0,15126,6.8,17342,207,38,20.7,1512.6
4514643182,0,13,1,0,5,9,7,0,0,0,0,15449,6.6,16663,195,56,19.5,1544.9
4518236753,0,18,1,1,4,12,7,0,0,0,0,15233,6.6,16168,208,39,20.8,1523.3
4485967051,0,15,3,0,2,6,3,0,0,0,0,14602,6.8,17042,208,54,20.8,1460.2
4520613300,1,23,6,0,3,4,5,0,0,0,0,15390,7.0,18666,245,51,24.5,1539.0
4458509653,1,21,4,1,5,5,9,0,0,0,0,16766,7.0,18538,231,47,23.1,1676.6
4522886351,1,19,2,0,6,10,6,0,0,0,0,16093,6.4,16579,181,34,18.1,1609.3
4502492792,1,18,3,1,3,4,3,1,1,0,0,15575,6.6,16473,220,48,22.0,1557.5
4423262467,1,15,2,1,7,5,12,0,0,0,0,16953,6.8,17147,199,65,19.9,1695.3
4474674368,0,19,2,0,6,5,7,1,1,0,0,15529,7.0,17721,204,39,20.4,1552.9
4462298411,1,21,6,1,6,2,7,1,0,1,0,16836,7.2,19773,242,60,24.2,1683.6
4513293772,0,17,0,1,3,9,2,0,0,0,0,13820,5.8,13497,158,45,15.8,1382.0
4520671984,1,16,6,1,12,6,25,1,1,0,0,19321,7.0,18437,226,42,22.6,1932.1
4492730038,0,19,4,1,3,5,6,0,0,0,0,15834,6.8,18088,228,56,22.8,1583.4
4524773384,1,18,0,0,7,7,10,1,1,0,0,16585,6.8,16982,191,42,19.1,1658.5
4515341076,0,15,5,0,5,8,6,1,1,0,0,15483,6.8,16690,174,54,17.4,1548.3
4521293545,1,17,1,1,6,2,5,1,0,1,0,17834,7.2,19145,276,44,27.6,1783.4
4459704027,1,18,19,1,5,2,7,1,1,0,0,16858,7.2,18543,251,39,25.1,1685.8
4521182941,1,17,2,0,17,9,19,0,0,0,0,20619,7.4,18696,205,43,20.5,2061.9
4454235667,1,19,3,0,9,5,9,1,1,0,0,18449,7.2,19139,257,45,25.7,1844.9
4459609583,1,20,2,0,7,3,9,0,0,0,0,17354,7.4,20449,224,63,22.4,1735.4
4516238123,0,13,3,1,7,6,8,0,0,0,0,16097,6.6,16760,214,42,21.4,1609.7
4520047610,1,16,2,0,6,6,7,0,0,0,0,16138,6.8,17204,211,31,21.1,1613.8
4520390476,1,11,3,1,8,2,11,1,1,0,0,17794,7.0,17983,220,56,22.0,1779.4
4487249336,1,38,0,1,11,6,15,1,1,0,0,19218,7.0,19389,197,56,19.7,1921.8
4482519172,1,52,4,0,10,4,15,1,1,0,0,18501,7.6,19714,230,64,23.0,1850.1
4498278588,0,12,1,0,4,6,0,0,0,0,0,15922,7.2,19022,248,64,24.8,1592.2
4518118181,1,12,2,1,6,7,7,0,0,0,0,16119,6.6,16372,203,51,20.3,1611.9
4497870757,0,17,2,1,3,11,4,1,1,0,0,14625,6.6,16487,200,48,20.0,1462.5
4449694269,0,20,7,0,7,8,6,1,1,0,0,16685,6.8,17591,193,40,19.3,1668.5
4500726742,0,14,6,0,2,8,1,1,0,1,0,13895,6.6,16914,210,44,21.0,1389.5
4505754774,1,28,6,0,14,6,22,0,0,0,0,19890,6.8,17275,174,46,17.4,1989.0
4490249135,0,15,3,1,6,10,5,0,0,0,0,15164,6.4,16581,190,41,19.0,1516.4
4449918896,0,13,2,1,10,4,7,0,0,0,0,17498,7.4,19402,224,45,22.4,1749.8
4521299727,1,35,3,1,13,5,16,0,0,0,0,19452,7.6,20776,212,59,21.2,1945.2
4513005798,0,13,0,0,9,5,7,1,1,0,0,17322,7.0,18525,255,44,25.5,1732.2
4518366913,1,18,2,1,8,3,6,1,1,0,0,17243,6.8,18171,231,52,23.1,1724.3
4491183408,0,17,0,0,8,10,8,1,0,1,0,18020,7.2,19285,214,63,21.4,1802.0
4522622334,0,55,2,0,6,7,8,2,1,1,0,16289,6.8,17723,208,56,20.8,1628.9
4469829210,1,34,1,1,9,4,10,2,1,1,0,18303,7.2,19140,263,58,26.3,1830.3
4515668714,0,15,3,1,4,10,6,0,0,0,0,15728,6.8,16927,212,56,21.2,1572.8
4521129958,1,13,3,1,6,3,5,0,0,0,0,16097,7.0,18426,226,51,22.6,1609.7
4515298489,0,18,1,0,2,5,4,2,1,1,0,14414,6.4,16249,215,64,21.5,1441.4
4517512393,1,14,4,1,9,8,5,1,1,0,0,15852,6.8,17330,194,35,19.4,1585.2
4522390017,1,17,4,1,4,3,4,0,0,0,0,15202,6.8,17438,215,53,21.5,1520.2
4513729345,1,16,4,1,2,3,1,0,0,0,0,15572,7.2,19166,242,83,24.2,1557.2
4520954808,0,11,3,1,8,8,6,0,0,0,0,16488,7.0,17386,208,41,20.8,1648.8
4464340157,0,13,0,0,5,12,11,1,1,0,0,14353,6.2,15067,168,48,16.8,1435.3
4514527472,1,13,5,0,13,3,11,1,0,1,0,19133,7.4,20110,223,40,22.3,1913.3
4520734931,0,42,4,0,3,5,4,0,0,0,0,15314,7.0,18205,233,52,23.3,1531.4
4447699269,0,37,5,0,10,6,18,0,0,0,0,17690,7.2,18278,192,45,19.2,1769.0
4520645604,1,156,0,1,10,6,15,2,1,1,1,20183,7.6,20663,216,73,21.6,2018.3
4511159553,1,18,2,1,9,5,9,1,0,1,0,18408,7.2,19614,225,56,22.5,1840.8
4468173353,0,12,2,0,6,12,6,0,0,0,0,15595,6.4,15756,159,48,15.9,1559.5
4489481429,1,15,1,1,8,9,9,0,0,0,0,17119,7.0,18174,209,36,20.9,1711.9
4464085930,0,30,0,1,9,9,9,0,0,0,0,17658,7.0,17546,214,47,21.4,1765.8
4503626292,1,15,1,1,14,4,14,0,0,0,0,19600,7.4,20132,218,56,21.8,1960.0
4450431370,0,14,1,0,7,14,8,0,0,0,0,16336,6.8,16919,190,40,19.0,1633.6
4525060117,1,18,3,1,7,2,5,1,1,0,0,16860,6.8,18168,226,49,22.6,1686.0
4524609422,1,16,3,1,3,4,2,2,1,1,0,14501,6.6,16819,201,46,20.1,1450.1
4468568554,0,13,2,0,7,7,8,0,0,0,0,17148,7.0,17427,226,52,22.6,1714.8
4520833786,1,17,1,1,10,6,10,0,0,0,0,18559,7.0,18239,223,61,22.3,1855.9
4523634047,0,14,0,0,3,5,4,1,0,1,1,16250,6.6,16288,215,48,21.5,1625.0
4523122447,1,16,4,1,4,3,3,1,1,0,0,15791,7.0,17326,224,56,22.4,1579.1
4483634862,0,14,1,0,5,12,5,0,0,0,0,15634,6.6,16435,222,40,22.2,1563.4
4517860054,1,14,4,1,3,2,3,0,0,0,0,15148,6.6,16687,215,48,21.5,1514.8
4464319633,1,13,2,1,10,8,14,2,1,1,0,17893,7.0,17157,206,56,20.6,1789.3
4505648249,1,13,1,1,7,8,12,1,1,0,0,16200,6.6,17810,202,42,20.2,1620.0
4522858842,0,11,0,0,2,7,0,0,0,0,0,13371,6.4,15621,224,0,22.4,1337.1
4502931082,0,14,0,0,6,7,5,0,0,0,0,15903,7.0,18823,205,53,20.5,1590.3
4510837678,1,81,1,0,5,6,6,0,0,0,0,15719,6.8,17801,202,39,20.2,1571.9
4495147066,0,13,1,0,2,9,2,0,0,0,0,13267,6.2,14831,185,40,18.5,1326.7
4524109040,1,15,2,1,4,1,4,2,1,1,0,16305,7.2,19758,253,64,25.3,1630.5
4482075284,1,12,3,1,8,2,8,0,0,0,0,18269,7.6,20290,258,49,25.8,1826.9
4524584974,0,15,2,0,4,11,3,0,0,0,0,14956,6.4,16656,216,49,21.6,1495.6
4525152197,1,13,3,0,3,7,3,1,0,1,1,16180,6.8,17570,229,45,22.9,1618.0
4524926639,0,16,3,1,8,6,12,0,0,0,0,16808,6.8,16741,200,44,20.0,1680.8
4522027915,0,21,0,1,10,5,7,1,0,1,0,17971,7.2,19214,231,44,23.1,1797.1
4524157575,1,15,1,1,6,2,6,2,1,1,0,16998,7.2,18708,236,56,23.6,1699.8
4517748095,0,14,1,0,5,14,6,2,1,1,0,15015,6.6,16032,167,54,16.7,1501.5
4521386660,1,15,1,1,4,4,1,0,0,0,0,14881,7.0,18074,209,45,20.9,1488.1
4462148925,1,17,2,1,4,3,10,1,1,0,0,15730,7.0,18484,241,52,24.1,1573.0
4497724425,1,15,1,1,16,5,14,1,1,0,0,19098,7.0,18636,203,37,20.3,1909.8
4523546666,1,16,1,0,5,3,6,0,0,0,0,16169,7.2,18880,235,60,23.5,1616.9
4495258112,0,17,2,0,9,10,6,1,1,0,0,16954,6.8,16923,197,49,19.7,1695.4
4520518919,0,18,1,0,5,4,5,0,0,0,0,15984,7.2,17527,203,54,20.3,1598.4
4503545828,1,52,3,1,8,7,8,0,0,0,0,18078,7.0,18614,261,48,26.1,1807.8
4523347600,1,13,2,1,9,5,9,1,1,0,0,16329,6.4,16575,206,36,20.6,1632.9
4496613517,0,17,4,1,9,10,5,0,0,0,0,17193,7.0,18326,224,40,22.4,1719.3
4513948107,1,20,3,1,11,6,13,1,1,0,0,18401,7.0,18465,201,51,20.1,1840.1
4467944823,0,17,3,1,2,10,0,0,0,0,0,14704,7.0,17930,227,60,22.7,1470.4
4497717401,0,14,1,0,5,8,3,0,0,0,0,16367,7.2,18191,254,48,25.4,1636.7
4509036476,0,10,3,0,0,5,0,0,0,0,0,12905,6.2,15457,195,44,19.5,1290.5
4524695455,0,37,3,0,3,7,0,0,0,0,0,13967,7.0,16908,197,48,19.7,1396.7
4514151915,0,15,3,0,8,6,9,1,1,0,0,16511,7.0,18106,199,48,19.9,1651.1
4516562361,0,15,3,0,8,7,8,0,0,0,0,17496,7.4,19884,232,35,23.2,1749.6
4468712896,1,23,5,1,7,6,6,1,1,0,0,17743,7.4,19173,255,52,25.5,1774.3
4523887906,1,13,2,0,8,6,8,1,1,0,0,16888,7.0,18788,202,56,20.2,1688.8
4522419408,0,16,4,0,2,2,0,1,0,1,0,13742,6.8,17269,208,52,20.8,1374.2
4488609653,0,15,6,0,9,15,10,0,0,0,0,17793,7.0,18271,187,58,18.7,1779.3
4523824469,0,42,5,1,5,8,6,0,0,0,0,16178,6.8,17363,221,48,22.1,1617.8
4458383359,1,15,3,0,8,8,8,1,1,0,0,17706,6.8,18217,217,60,21.7,1770.6
4515399183,1,17,0,1,6,9,5,2,1,1,0,16149,6.8,16641,199,52,19.9,1614.9
4494820088,0,13,0,1,3,8,2,0,0,0,0,14760,6.4,16005,183,53,18.3,1476.0
4419100258,0,15,1,0,3,5,3,0,0,0,0,15820,6.8,17793,220,55,22.0,1582.0
4519853578,0,12,2,0,5,9,3,1,0,1,0,15173,7.0,17165,183,59,18.3,1517.3
4492130975,0,18,0,0,4,3,5,0,0,0,0,14769,6.8,17725,215,36,21.5,1476.9
4509170584,0,17,4,0,4,3,6,0,0,0,0,14353,6.8,17197,178,48,17.8,1435.3
4487686105,1,12,4,1,8,4,11,0,0,0,0,16763,7.0,17757,216,34,21.6,1676.3
4433310925,1,16,1,1,5,2,5,0,0,0,0,16747,7.2,19858,250,64,25.0,1674.7
4521010137,0,16,4,1,8,5,7,0,0,0,0,17044,6.8,17686,217,46,21.7,1704.4
4525088163,0,14,2,0,6,7,8,0,0,0,0,15532,6.8,17908,190,48,19.0,1553.2
4511374041,0,15,3,0,7,12,6,2,1,1,0,17347,6.6,18118,222,63,22.2,1734.7
4481135148,1,17,3,1,9,6,8,1,0,1,1,18758,7.2,18617,228,44,22.8,1875.8
4473770063,1,15,3,0,13,8,13,1,0,1,0,20711,7.6,20463,220,68,22.0,2071.1
4516824896,1,22,2,0,8,4,9,0,0,0,0,16539,7.0,17585,205,46,20.5,1653.9
4524811313,1,20,2,1,11,9,13,1,0,1,0,19096,7.2,19250,206,55,20.6,1909.6
4524847047,1,24,1,1,11,4,14,2,1,1,0,17938,6.6,16164,199,48,19.9,1793.8
4513553506,1,39,1,1,8,11,8,0,0,0,0,17072,6.8,17724,180,63,18.0,1707.2
4516387872,1,17,4,1,12,4,18,1,1,0,0,19640,7.0,18636,216,52,21.6,1964.0
4522005554,1,15,1,1,7,5,6,1,1,0,0,16891,7.0,18224,214,65,21.4,1689.1
4503361762,1,16,3,1,9,3,6,1,1,0,0,17485,7.0,18330,234,58,23.4,1748.5
4522608036,0,22,4,0,7,2,5,0,0,0,0,16696,7.2,18900,225,68,22.5,1669.6
4513537755,1,11,3,1,8,3,4,1,1,0,0,17499,7.2,19191,231,44,23.1,1749.9
4504128321,1,15,3,1,10,6,9,0,0,0,0,18288,7.2,19569,245,41,24.5,1828.8
4489090931,0,15,3,1,5,6,7,0,0,0,0,15684,6.8,17384,170,56,17.0,1568.4
4523720139,0,13,2,1,1,1,0,1,0,1,0,14737,7.0,18532,229,59,22.9,1473.7
4450091892,0,18,3,1,11,9,13,1,1,0,0,18715,7.0,18626,223,52,22.3,1871.5
4524739692,1,15,3,0,7,6,9,1,1,0,1,18551,7.2,18363,225,61,22.5,1855.1
4480057032,1,18,3,1,12,4,16,1,1,0,0,19351,7.4,20590,220,40,22.0,1935.1
4509298842,0,18,2,0,8,8,12,0,0,0,0,17318,6.6,16336,175,56,17.5,1731.8
4452485048,1,14,2,1,10,4,11,1,1,0,0,18969,7.6,20353,205,63,20.5,1896.9
4461048637,1,13,2,1,8,1,14,1,1,0,0,17113,7.0,18837,203,52,20.3,1711.3
4523306081,0,15,3,0,8,12,11,0,0,0,0,17201,7.2,18755,207,30,20.7,1720.1
4521897188,1,17,2,1,8,5,4,0,0,0,0,16749,6.8,17788,217,43,21.7,1674.9
4519816980,1,21,3,0,4,2,4,0,0,0,0,16523,7.2,18881,222,60,22.2,1652.3
4487913203,0,17,2,1,11,2,9,0,0,0,0,18285,7.2,19465,221,37,22.1,1828.5
4500094420,1,16,6,0,10,9,7,1,0,1,0,17346,7.0,18518,214,51,21.4,1734.6
4518483468,0,14,6,1,7,3,11,0,0,0,0,17443,7.4,19184,238,45,23.8,1744.3
4518291052,1,12,4,0,7,4,12,0,0,0,0,16526,6.6,17213,211,54,21.1,1652.6
4457019061,1,17,5,1,7,8,8,0,0,0,0,17363,6.8,17169,188,44,18.8,1736.3
4521675950,1,14,2,0,10,4,9,1,1,0,0,18779,7.2,19556,252,47,25.2,1877.9
4522025457,0,12,1,1,13,6,14,0,0,0,1,20317,7.0,18795,199,42,19.9,2031.7
4524407688,1,18,1,1,2,1,2,1,1,0,0,15649,7.0,18530,269,56,26.9,1564.9
4465268169,0,31,2,1,5,5,6,0,0,0,0,16256,7.2,17524,217,51,21.7,1625.6
4515997665,1,12,5,1,5,6,7,0,0,0,0,16688,7.0,18697,247,49,24.7,1668.8
4421824314,0,41,3,0,10,4,8,1,0,1,0,17724,7.4,19917,210,43,21.0,1772.4
4519746020,0,17,2,0,3,15,2,1,0,1,0,15320,6.8,16625,176,56,17.6,1532.0
4496874191,1,12,3,0,6,7,8,1,1,0,0,15900,6.8,17169,203,52,20.3,1590.0
4510298547,1,17,1,1,12,4,19,1,1,0,0,18377,6.8,17762,193,50,19.3,1837.7
4477353070,0,18,2,0,4,6,5,1,1,0,0,15785,6.8,17629,210,51,21.0,1578.5
4426206807,0,14,3,0,10,7,13,0,0,0,0,17625,7.4,19146,205,39,20.5,1762.5
4508717967,0,18,2,0,15,6,15,0,0,0,0,19931,7.0,18115,213,40,21.3,1993.1
4450360531,0,15,2,1,14,4,15,1,1,0,0,19331,7.0,19211,213,46,21.3,1933.1
4496714478,1,17,4,0,6,9,4,1,1,0,0,17048,7.2,18842,201,64,20.1,1704.8
4522281462,0,28,4,0,9,10,10,0,0,0,0,17910,6.8,16867,207,45,20.7,1791.0
4518592520,1,14,2,1,7,1,4,1,1,0,0,16614,7.0,18570,221,50,22.1,1661.4
4492030196,0,19,6,0,5,5,6,0,0,0,0,15943,6.6,17366,229,47,22.9,1594.3
4509979337,1,14,0,0,4,7,1,0,0,0,0,14924,6.8,17139,207,56,20.7,1492.4
4450271730,1,14,2,0,5,8,3,1,1,0,0,15069,6.6,16824,198,46,19.8,1506.9
4496792553,1,16,3,0,8,7,13,0,0,0,0,16366,6.8,17010,196,34,19.6,1636.6
4523725496,0,14,3,0,2,12,2,0,0,0,0,14158,6.6,16377,194,41,19.4,1415.8
4440187029,0,86,2,0,2,4,1,0,0,0,0,14291,7.0,18239,207,65,20.7,1429.1
4518069601,0,14,2,0,5,6,7,0,0,0,0,15078,6.6,16578,202,28,20.2,1507.8
4476840336,1,18,2,1,9,4,13,0,0,0,0,17234,6.6,17496,195,44,19.5,1723.4
4462139682,1,30,3,1,9,5,8,1,1,0,0,17826,7.2,18216,220,54,22.0,1782.6
4494166965,0,18,2,0,10,11,9,1,1,0,0,18445,7.0,18076,199,50,19.9,1844.5
4518235291,0,14,3,0,6,6,7,1,1,0,0,15814,6.8,17161,205,49,20.5,1581.4
4475880508,0,18,4,0,8,13,4,0,0,0,0,16735,7.0,17923,202,28,20.2,1673.5
4518819945,0,11,1,0,8,13,8,0,0,0,0,15818,6.4,16673,172,28,17.2,1581.8
4523974037,0,17,17,0,6,5,6,0,0,0,0,16999,7.2,18578,232,59,23.2,1699.9
4448510561,0,16,3,0,5,10,5,0,0,0,0,15867,6.8,17737,227,47,22.7,1586.7
4465932394,1,13,4,1,11,10,11,0,0,0,0,18042,6.6,17600,221,46,22.1,1804.2
4474160523,1,17,1,1,8,4,9,2,1,1,0,18293,7.4,19340,228,76,22.8,1829.3
4436517463,1,13,0,1,5,4,6,0,0,0,0,15895,7.0,18344,239,38,23.9,1589.5
4523100302,0,17,4,0,1,4,1,0,0,0,0,14305,6.8,17810,251,44,25.1,1430.5
4523793959,1,20,1,1,8,2,16,1,1,0,0,18186,7.4,19555,232,67,23.2,1818.6
4520794525,0,44,4,0,6,8,7,0,0,0,0,16295,6.8,17588,222,47,22.2,1629.5
4506509560,1,22,3,1,17,1,23,1,1,0,0,20151,7.4,19504,226,38,22.6,2015.1
4496084500,0,37,2,0,3,9,5,0,0,0,0,14735,6.4,16488,219,38,21.9,1473.5
4431984647,0,16,0,0,1,16,1,1,1,0,0,12798,5.8,13908,179,36,17.9,1279.8
4522422661,1,16,3,1,4,6,6,1,1,0,0,16452,7.0,18564,234,54,23.4,1645.2
4523404068,0,12,1,0,6,7,6,0,0,0,0,16120,7.0,18149,215,51,21.5,1612.0
4494238237,1,15,3,1,9,6,9,0,0,0,0,18287,7.4,19617,226,44,22.6,1828.7
4443526032,0,35,4,0,4,7,6,0,0,0,0,15902,6.8,17995,241,48,24.1,1590.2
4522459289,1,13,0,0,8,5,8,0,0,0,0,16982,7.2,19524,218,41,21.8,1698.2
4519045200,0,13,2,0,7,7,6,0,0,0,0,17064,7.0,18061,236,48,23.6,1706.4
4491049455,0,16,4,0,5,11,6,0,0,0,0,15424,6.6,16080,208,45,20.8,1542.4
4471439169,1,19,2,1,9,4,13,0,0,0,0,18369,7.2,19417,210,56,21.0,1836.9
4525020504,1,16,3,1,7,6,7,0,0,0,0,17568,6.8,18166,236,64,23.6,1756.8
4524033878,1,23,3,0,9,10,7,0,0,0,0,18090,6.8,17730,229,36,22.9,1809.0
4517857557,0,14,2,0,4,5,7,1,1,0,0,15786,6.8,17823,207,54,20.7,1578.6
4452273327,0,48,5,1,4,3,6,0,0,0,0,16596,7.0,18596,252,64,25.2,1659.6
4516355012,0,14,1,1,8,12,5,1,0,1,0,16093,7.0,16927,154,53,15.4,1609.3
4523634644,1,17,2,1,7,4,8,2,1,1,1,18858,7.2,19023,237,66,23.7,1885.8
4509524180,0,17,3,1,5,7,9,1,1,0,0,15288,6.6,16534,206,57,20.6,1528.8
4462515361,1,16,1,0,7,5,7,1,1,0,0,16346,6.8,17401,227,52,22.7,1634.6
4448123749,0,14,1,0,1,11,0,0,0,0,0,13447,6.4,16199,201,51,20.1,1344.7
4516721414,0,18,4,1,8,8,8,1,1,0,0,16453,6.8,17231,206,40,20.6,1645.3
4458124147,1,12,3,0,12,6,16,0,0,0,0,18669,7.2,19226,213,39,21.3,1866.9
4467276496,1,36,1,1,5,5,8,0,0,0,0,16192,6.8,18197,209,60,20.9,1619.2
4503391789,0,14,3,0,2,7,1,1,1,0,0,13701,6.6,15431,183,59,18.3,1370.1
4437730015,0,17,3,1,6,5,7,0,0,0,0,16762,7.0,18180,242,44,24.2,1676.2
4490472819,0,15,2,1,8,8,5,0,0,0,0,16795,6.8,18159,235,48,23.5,1679.5
4524386145,0,11,2,0,4,12,1,0,0,0,0,14464,6.2,15227,164,58,16.4,1446.4
4520879335,0,13,4,0,5,10,5,0,0,0,0,16925,6.6,18087,233,64,23.3,1692.5
4518934441,0,16,5,1,3,9,1,0,0,0,0,14302,6.6,15878,211,51,21.1,1430.2
4453066386,0,16,2,0,2,8,2,1,0,1,0,14786,6.6,16676,233,50,23.3,1478.6
4500486602,0,28,2,0,3,3,2,0,0,0,0,15134,7.0,18028,214,54,21.4,1513.4
4524898473,1,13,3,0,8,13,8,1,0,1,1,18954,6.8,17795,228,46,22.8,1895.4
4450459916,0,14,3,1,6,12,7,1,1,0,0,16043,7.0,17409,220,51,22.0,1604.3
4514841518,1,14,1,0,5,6,4,0,0,0,0,15195,7.2,17896,196,43,19.6,1519.5
4473962566,1,17,2,0,9,7,10,1,1,0,0,17205,7.0,18124,218,40,21.8,1720.5
4522845066,0,21,5,1,5,4,5,0,0,0,0,16022,7.0,17853,219,60,21.9,1602.2
4517859003,1,17,2,0,6,7,6,0,0,0,0,15615,7.0,17928,201,49,20.1,1561.5
4484417350,0,15,1,0,2,8,3,0,0,0,0,14433,6.6,16813,202,64,20.2,1443.3
4523090796,1,18,3,1,13,3,13,2,1,1,1,19807,6.8,17943,220,36,22.0,1980.7
4512968570,1,18,5,1,4,2,5,1,1,0,0,15704,6.8,18292,236,58,23.6,1570.4
4517995978,1,16,2,1,4,4,5,1,0,1,1,17073,6.8,17021,221,50,22.1,1707.3
4458685012,1,15,3,1,9,3,11,0,0,0,0,18584,7.0,18383,203,70,20.3,1858.4
4439348607,0,19,5,0,7,11,11,1,1,0,0,16187,6.4,16701,216,30,21.6,1618.7
4513003533,0,22,3,0,9,10,14,1,1,0,0,16749,6.4,16227,166,48,16.6,1674.9
4524532805,0,10,1,0,6,6,5,1,1,0,0,16490,7.0,19578,214,68,21.4,1649.0
4447096755,1,22,4,1,6,4,5,2,1,1,0,16697,7.2,19170,236,59,23.6,1669.7
4470320666,1,48,0,0,10,4,10,2,1,1,0,17973,7.2,20040,196,64,19.6,1797.3
4499907399,1,20,5,0,5,2,6,0,0,0,0,16029,6.8,17493,234,47,23.4,1602.9
4523305960,1,17,0,0,4,2,4,2,1,1,0,15752,7.2,19171,231,64,23.1,1575.2
4501476679,1,14,2,1,5,3,3,1,1,0,0,15930,7.2,18669,234,44,23.4,1593.0
4499810008,0,12,4,0,6,6,10,0,0,0,0,15241,6.6,16491,190,36,19.0,1524.1
4451011365,1,17,1,0,8,4,7,1,1,0,0,17127,6.8,18148,201,48,20.1,1712.7
4524361228,0,15,3,0,1,7,2,0,0,0,0,13519,6.4,15833,188,53,18.8,1351.9
4513611157,1,18,4,0,11,6,13,0,0,0,0,18748,7.0,19116,243,40,24.3,1874.8
4520841378,1,13,3,0,4,7,3,1,1,0,0,16055,6.8,17933,227,55,22.7,1605.5
4524882878,1,18,2,1,7,5,5,1,1,0,0,16496,7.0,18201,202,55,20.2,1649.6
4517917805,1,17,1,0,6,9,10,1,1,0,0,17217,7.0,18979,222,60,22.2,1721.7
4524026578,0,14,1,0,4,5,4,0,0,0,0,15482,7.2,18715,237,47,23.7,1548.2
4447452177,0,14,4,1,3,3,1,0,0,0,0,14486,7.0,18218,200,63,20.0,1448.6
4407738489,0,50,1,1,6,12,4,0,0,0,0,15809,6.8,17592,198,30,19.8,1580.9
4522541186,1,165,3,1,11,8,8,1,1,0,1,19556,7.0,18352,229,41,22.9,1955.6
4452390949,1,11,3,1,9,4,11,1,1,0,0,17003,6.8,17799,188,58,18.8,1700.3
4458640668,0,19,0,0,5,10,2,0,0,0,0,16451,7.0,18416,220,59,22.0,1645.1
4465074882,1,19,2,1,6,3,5,0,0,0,0,17837,7.2,19440,238,76,23.8,1783.7
4506217760,1,14,3,1,11,6,14,1,1,0,0,18056,6.8,17829,195,54,19.5,1805.6
4443008526,0,19,4,1,8,8,2,0,0,0,0,16249,6.8,17245,189,41,18.9,1624.9
4524611648,1,15,3,1,7,7,9,0,0,0,0,16946,6.8,18077,212,45,21.2,1694.6
4506376932,0,23,3,0,4,2,5,0,0,0,0,15707,6.8,17968,243,55,24.3,1570.7
4515697055,0,13,7,1,7,6,7,0,0,0,0,16443,7.0,18461,193,52,19.3,1644.3
4483760431,1,11,1,0,8,5,10,2,1,1,0,17823,7.4,19752,215,64,21.5,1782.3
4485980330,1,15,6,0,2,6,2,0,0,0,0,16241,7.2,18365,236,57,23.6,1624.1
4511502291,1,13,4,0,7,8,6,1,0,1,0,16464,6.6,17075,209,52,20.9,1646.4
4495005465,0,11,2,0,6,8,7,0,0,0,0,16924,6.8,17938,233,47,23.3,1692.4
4456960285,1,19,5,0,10,8,10,1,1,0,0,17251,6.8,17415,217,46,21.7,1725.1
4518159499,0,38,2,0,6,8,8,0,0,0,0,16917,7.2,18964,212,62,21.2,1691.7
4468797183,1,10,2,0,7,7,6,2,1,1,2,19453,7.0,18832,239,64,23.9,1945.3
4523041612,0,17,2,0,5,4,4,0,0,0,0,16891,7.4,19197,207,79,20.7,1689.1
4512312350,1,16,2,1,7,4,4,1,1,0,0,17107,7.2,19237,218,68,21.8,1710.7
4514358264,1,15,7,0,4,2,3,1,1,0,0,15444,7.0,17833,236,53,23.6,1544.4
4520529176,1,17,3,1,9,5,10,2,1,1,0,18283,7.2,18731,226,59,22.6,1828.3
4477445574,1,17,4,1,4,2,3,0,0,0,0,16267,6.8,18319,246,52,24.6,1626.7
